"","Greyhound_name","Sire_Name","Dam_name","Prize","Weight","Win_time","By","Going","Est_time","SP","Grade","Comment","Date","Name_of_race1","County"
"7507","ROCKALONG AQUA","SECRETO","LOOSTER BETS","€350.00","63","29.06",NA,"-.20 Slow","28.86&nbsp","3/1","A1","QAw,HldOn","01-Jun-19","Flat 525  ","Galway"
"7508","PALMTREE STAR","RIO QUATTRO","WAY OUT","€350.00","71","28.96",NA,"-.20 Slow","28.76&nbsp","4/5","A1","ALd,RnOn","01-Jun-19","Flat 525  ","Galway"
"7509","DOMINO BURKO","SCOLARI ME DADDY","DEBIDEE NANIA","€350.00","70","29.25",NA,"-.20 Slow","29.05&nbsp","4/2","A2","RlRu,ALd","01-Jun-19","Flat 525  ","Galway"
"7510","TAKEITFROMME","TYRUR BIG MIKE","SPRINGWELL ELA","€310.00","80","29.32",NA,"-.20 Slow","29.12&nbsp","6/4","A3","Ld 1,RnOn","07-Jun-19","Flat 525  ","Galway"
"7511","KILBANNON TEE","BALLYMAC VIC","KILLALA ANNIE","€205.00","60","19.83",NA,"-.10 Slow","19.73&nbsp","5/2","S9","QAw,HldOn","07-Jun-19","Flat 350  ","Galway"
"7512","CLEVER ME","KINLOCH BRAE","NIKITAS TUNE","€230.00","59","29.75",NA,"-.20 Slow","29.55&nbsp","3/1","A5","ALd,RnOn","07-Jun-19","Flat 525  ","Galway"
"7513","KILBANNON PEDRO","BALLYMAC VIC","KILBANNON KITTEN","€205.00","70","19.13",NA,"-.10 Slow","19.03&nbsp","6/4","S2","EP,RnOn","07-Jun-19","Flat 350  ","Galway"
"7514","CLOUNANNA MAX","MAKESHIFT","CLOUNANNA CLODA","€255.00","73",NA,NA,"-.20 Slow","29.50&nbsp","2/1","A5","Ld 2,RnOn","07-Jun-19","Flat 525  ","Galway"
"7515","PATS TILLIE","SUPERIOR PRODUCT","LEASE PLAN","€310.00","69","29.29",NA,"-.20 Slow","29.09&nbsp","2/1","A2","ALd,Mid","07-Jun-19","Flat 525  ","Galway"
"7516","FLYHIGH OLLYHAZ","TULLYMURRY ACT","HEADFORD MAURA","€75.00","61","29.31",NA,"-.20 Slow","29.11&nbsp","4/6","A3","RnOn,AHandy","07-Jun-19","Flat 525  ","Galway"
"7517","PIERVIEW HONEY","KINLOCH BRAE","PIERVIEW JANE","€75.00","59","29.34",NA,"-.20 Slow","29.14&nbsp","6/4","A3","AHandy,LdNrL","07-Jun-19","Flat 525  ","Galway"
"7518","METRO GYPSY","JACKSAJEM","EXPRESS DAWN","€75.00","59",NA,NA,"-.20 Slow","29.20&nbsp","5/2","A3","QAw,CmAg","07-Jun-19","Flat 525  ","Galway"
"7519","BALLISTIC JOY","KINLOCH BRAE","FANORE TIC TAC","€75.00","59","29.56",NA,"-.20 Slow","29.36&nbsp","3/1","A4","Strfin,Ld 4","07-Jun-19","Flat 525  ","Galway"
"7520","TOUCH PADDY","SUPERIOR PRODUCT","MALTEASER","€75.00","62","29.57",NA,"-.20 Slow","29.37&nbsp","1/1","A4","Ld 1,StyOn","08-Jun-19","Flat 525  ","Galway"
"7521","BLACK ALICE","DROOPYS JET","WHOOP WHOOP","€205.00","57","19.52",NA,"-.10 Slow","19.42&nbsp","1/1","S6","FAw,RnOn","08-Jun-19","Flat 350  ","Galway"
"7522","GLAMOROUSCLOONEY","DROOPYS RODDICK","ROCKBURST MILLS","€75.00","69","29.62",NA,"-.20 Slow","29.42&nbsp","7/4","A4","W Ru,ALd","08-Jun-19","Flat 525  ","Galway"
"7523","FAST FIT BUDDY","BALLYMAC BEST","LAHARD MISSY","€205.00","69","19.52",NA,"-.10 Slow","19.42&nbsp","4/1","S6","LdRu,Styd","08-Jun-19","Flat 350  ","Galway"
"7524","NOELLES RISOTTO","LAUGHIL BLAKE","NOELLES SWIFTCO","€75.00","65","29.48",NA,"-.20 Slow","29.28&nbsp","4/6","A3","Ld 1,RnOn","08-Jun-19","Flat 525  ","Galway"
"7525","CRINKILL CHANCER","ZERO TEN","CRINKILL LIZ","€220.00","75",NA,NA,"-.10 Slow","19.20&nbsp","9/4","S4","QAw,HldOn","08-Jun-19","Flat 350  ","Galway"
"7526","NIVEALASS","SIDAZ JACK","DUNSALLAGHPRARIE","€310.00","60","29.55",NA,"-.20 Slow","29.35&nbsp","3/1","A4","Ld 1,StyOn","08-Jun-19","Flat 525  ","Galway"
"7527","PORTUMNA ZERO","ZERO TEN","PORTUMNA WEST","€325.00","88","29.11",NA,"-.20 Slow","28.91&nbsp","6/4","A2","AHandy,Strfin","08-Jun-19","Flat 525  ","Galway"
"7528","LAGUNA BEACH","LAUGHIL BLAKE","ROCKBURST MILLS","€350.00","71","29.19",NA,"-.20 Slow","28.99&nbsp","9/4","A2","FAw,ALd","08-Jun-19","Flat 525  ","Galway"
"7529","COMBO COROFIN","TYRUR SUGAR RAY","TYRUR SADIE","€350.00","66","30.29",NA,"-.20 Slow","30.09&nbsp","2/1","A1","FAw,StyOn","08-Jun-19","Flat 550  ","Galway"
"7530","SECONDS OUT WEST","RIO QUATTRO","WAY OUT","€310.00","63","29.56",NA,"-.20 Slow","29.36&nbsp","5/4","A4","LdBS,Strfin","14-Jun-19","Flat 525  ","Galway"
"7531","FAST FIT ROSS","FARLOE BLITZ","ROSMULT MARTHA","€205.00","77","19.81",NA,"-.10 Slow","19.71&nbsp","4/6","S9","Ld 2,drclr","14-Jun-19","Flat 350  ","Galway"
"7532","PINNACLE ABBIE","LAUGHIL DUKE","MARIES LEGACY","€205.00","53","19.23",NA,"-.10 Slow","19.13&nbsp","2/1","S3","Ld 1,RnOn","14-Jun-19","Flat 350  ","Galway"
"7533","BLAZE COCO","SKYWALKER FARLOE","DRUMEVIN ACE","€255.00","77","29.97",NA,"-.20 Slow","29.77&nbsp","5/2","A6","AHandy,Ld 3","14-Jun-19","Flat 525  ","Galway"
"7534","BIG O GIRL","RAZLDAZL GEORGE","SHANTI SUE","€285.00","60","30.05",NA,"-.20 Slow","29.85&nbsp","3/1","A6","Ld 1,StyOn","14-Jun-19","Flat 525  ","Galway"
"7535","KILBANNON PEDRO","BALLYMAC VIC","KILBANNON KITTEN","€220.00","70","19.43",NA,"-.10 Slow","19.33&nbsp","7/4","S5","Strfin,RnOn","14-Jun-19","Flat 350  ","Galway"
"7536","COLSTON ENZO","SUPERIOR PRODUCT","CURIOUS THINKING","€325.00","65","28.98",NA,"-.20 Slow","28.78&nbsp","4/5","A1","Ld 2,drclr","14-Jun-19","Flat 525  ","Galway"
"7537","GEORGIA STORM","SCOLARI ME DADDY","DEBIDEE NANIA","€75.00","61",NA,NA,"-.20 Slow","29.10&nbsp","6/4","A3","Ld 1,StyOn","14-Jun-19","Flat 525  ","Galway"
"7538","BALISTIC GEORGE","DEFINATE OPINION","FANORE TIC TAC","€75.00","68","29.41",NA,"-.20 Slow","29.21&nbsp","5/2","A3","Ld 2,RnOn","14-Jun-19","Flat 525  ","Galway"
"7539","GRAHAMS STAR","RIO QUATTRO","WAY OUT","€350.00","69","30.29",NA,"-.20 Slow","30.09&nbsp","1/1","A1","Ld 1,RnOn","14-Jun-19","Flat 550  ","Galway"
"7540","TREANMANAGH BLUE","LAUGHIL DUKE","MARIES LEGACY","€230.00","68","29.92",NA,"-.20 Slow","29.72&nbsp","2/1","A6","Ld 2,RnOn","15-Jun-19","Flat 525  ","Galway"
"7541","BAYLIN LEADER","PARADISE MADISON","BAYLIN SURVIVOR","€285.00","65","29.39",NA,"-.20 Slow","29.19&nbsp","7/4","A3","Ld 2,drclr","15-Jun-19","Flat 525  ","Galway"
"7542","GRANNY BABS","SKYWALKER PUMA","SPRINGWELL KATIE","€75.00","61","29.77",NA,"-.20 Slow","29.57&nbsp","3/1","A5","Ld 1,RnOn","15-Jun-19","Flat 525  ","Galway"
"7543","TREANMANAGH BOSS","LAUGHIL DUKE","MARIES LEGACY","€210.00","66","19.14",NA,"-.10 Slow","19.04&nbsp","7/4","S2","Ld 1,RnOn","15-Jun-19","Flat 350  ","Galway"
"7544","TOGHER BLUEBELLE","CRACKING MAN","PRIORSTOWN QUEEN","€75.00","55",NA,NA,"-.20 Slow","29.50&nbsp","4/1","A5","QAw,ALd","15-Jun-19","Flat 525  ","Galway"
"7545","CONFUSED REILLY","SCOLARI ME DADDY","CONFUSED BREDA","€350.00","70","29.34",NA,"-.20 Slow","29.14&nbsp","6/4","A3","Ld 1,StyOn","15-Jun-19","Flat 525  ","Galway"
"7546","PORTUMNA HERO","PIERCESTOWN SAND","MAID OF CHINA","€290.00","70","29.34",NA,"-.20 Slow","29.14&nbsp","5/4","A3","LdBS,drclr","15-Jun-19","Flat 525  ","Galway"
"7547","HEADLEYS VICTOR","SUPERIOR PRODUCT","ONECO JOY","€350.00","69",NA,NA,"-.20 Slow","29.00&nbsp","3/1","A2","LdBS,StyOn","15-Jun-19","Flat 525  ","Galway"
"7548","FIRESTORM ARROW","PARADISE MADISON","FIRESTORM MARINA","€325.00","62","30.33",NA,"-.20 Slow","30.13&nbsp","5/2","A1","Ld 1,drclr","15-Jun-19","Flat 550  ","Galway"
"7549","BADGERFORT TOMMY","AZZA AZZA AZZA","NOIRS FACE","€290.00","62",NA,NA,"-.20 Slow","29.10&nbsp","4/1","A3","Ld 1,drclr","15-Jun-19","Flat 525  ","Galway"
"7550","CENTAUR","ROMEO RECRUIT","OUTLIER COMEBACK","€310.00","77","29.62",NA,"-.30 Slow","29.32&nbsp","7/4","A4","Ld 1,RnOn","21-Jun-19","Flat 525  ","Galway"
"7551","CHASING BAILEY","MAFI MAGIC","TURBOMEGADANZACK","€205.00","64",NA,NA,"-.15 Slow","19.75&nbsp","3/1","S9","Ld 2,RnOn","21-Jun-19","Flat 350  ","Galway"
"7552","KILBANNON HANNAH","TYRUR SUGAR RAY","TYRUR HANNAH","€290.00","61","30.52",NA,"-.30 Slow","30.22&nbsp","3/1","A8","Ld 1,StyOn","21-Jun-19","Flat 525  ","Galway"
"7553","BALROBUCK POLLY","MIND THE NET","LUMINOUS QUEEN","€285.00","57","29.96",NA,"-.30 Slow","29.66&nbsp","6/4","A5","Ld 2,StyOn","21-Jun-19","Flat 525  ","Galway"
"7554","FAST FIT BUDDY","BALLYMAC BEST","LAHARD MISSY","€205.00","69","19.52",NA,"-.15 Slow","19.37&nbsp","1/1","S5","LdRu,RnOn","21-Jun-19","Flat 350  ","Galway"
"7555","PALLASMORE BLUE","DEFINATE OPINION","GRENANSTOWN LADY","€205.00","72",NA,NA,"-.15 Slow","19.45&nbsp","2/1","S6","Ld 2,HldOn","21-Jun-19","Flat 350  ","Galway"
"7556","PIERVIEW HONEY","KINLOCH BRAE","PIERVIEW JANE","€1700.00","58","29.59",NA,"-.30 Slow","29.29&nbsp","2/1","A3","CmAg,LdNrL","21-Jun-19","Flat 525  ","Galway"
"7557","BALISTIC JOHNNY","KINLOCH BRAE","BALISTIC NINA","€290.00","70","29.38",NA,"-.30 Slow","29.08&nbsp","4/5","A2","Ld 1,drclr","21-Jun-19","Flat 525  ","Galway"
"7558","COMBO POLLY","TYRUR BIG MIKE","HOW YA CREATOR","€350.00","73","29.45",NA,"-.30 Slow","29.15&nbsp","2/1","A3","Ld 4,StyOn","21-Jun-19","Flat 525  ","Galway"
"7559","HEATHLAWNSWALLOW","TYRUR BIG MIKE","HEATHLAWN MOLLY","€325.00","59","29.37",NA,"-.30 Slow","29.07&nbsp","3/1","A2","Ld 2,RnOn","21-Jun-19","Flat 525  ","Galway"
"7560","SECONDS OUT WEST","RIO QUATTRO","WAY OUT","€310.00","63","29.42",NA,"-.20 Slow","29.22&nbsp","4/6","A3","Ld 1,StyOn","22-Jun-19","Flat 525  ","Galway"
"7561","PAL HUNTER","TUBBERTELLY DUBH","KYLEA DREAMER","€205.00","71","19.77",NA,"-.10 Slow","19.67&nbsp","5/4","S8","Ld 1,HldOn","22-Jun-19","Flat 350  ","Galway"
"7562","ANOTHER MATTIE","STORM CONTROL","CREEVY CHARM","€205.00","69","19.68",NA,"-.10 Slow","19.58&nbsp","5/2","S7","RnOn,ChlRi","22-Jun-19","Flat 350  ","Galway"
"7563","BUMBLEBEE HIBBS","SUPERIOR PRODUCT","CURIOUS THINKING","€285.00","66","29.45",NA,"-.20 Slow","29.25&nbsp","4/6","A3","Strfin,Ld 2","22-Jun-19","Flat 525  ","Galway"
"7564","NON STOP","SHANEBOY LEE","RAFICKY","€205.00","62","19.51",NA,"-.10 Slow","19.41&nbsp","2/1","S6","Ld 1,StyOn","22-Jun-19","Flat 350  ","Galway"
"7565","BULLSEYE JET","DROOPYS JET","BULLSEYE TOPS","€220.00","64","19.41",NA,"-.10 Slow","19.31&nbsp","9/4","S5","ClrRn,Ld 2","22-Jun-19","Flat 350  ","Galway"
"7566","FLYERS TONY","FARLOE BLITZ","FITZLER EXPRESS","€350.00","70","29.04",NA,"-.20 Slow","28.84&nbsp","2/1","A1","RnOn,Strfin","22-Jun-19","Flat 525  ","Galway"
"7567","CRACKONCRACKON","DAVID BALE","WOODSIDE RUBY","€900.00","67","29.47",NA,"-.20 Slow","29.27&nbsp","5/2","A3","Strfin,Ld 3","22-Jun-19","Flat 525  ","Galway"
"7568","COLSTON ENZO","SUPERIOR PRODUCT","CURIOUS THINKING","€350.00","65","28.87",NA,"-.20 Slow","28.67&nbsp","5/2","A0","Ld 1,StyOn","22-Jun-19","Flat 525  ","Galway"
"7569","DANMAR BUDDY","PARADISE MADISON","DANMAR MINI","€325.00","66","30.39",NA,"-.20 Slow","30.19&nbsp","4/5","A1","AHandy,Ld 1","22-Jun-19","Flat 550  ","Galway"
"7570","ROSSHILL CHARLIE","KINLOCH BRAE","LEAMANEIGH LISA","€310.00","69","28.99",NA,"-.20 Slow","28.79&nbsp","6/4","A1","EvAw,LdBS","28-Jun-19","Flat 525  ","Galway"
"7571","TAURUS","SUPERIOR PRODUCT","CURIOUS THINKING","€50.00","71","19.26",NA,"-.10 Slow","19.16&nbsp","5/4","S3","EvAw,FinWl","28-Jun-19","Flat 350  ","Galway"
"7572","TOGHER BLUE LEAH","CRACKING MAN","PRIORSTOWN QUEEN","€50.00","56","19.42",NA,"-.10 Slow","19.32&nbsp","2/1","S5","FAw,ALd","28-Jun-19","Flat 350  ","Galway"
"7573","BUMBLEBEE CHAPPY","TULLYMURRY ACT","GUNNER MAISIE","€230.00","58",NA,NA,"-.20 Slow","29.70&nbsp","9/4","A6","EvAw,FinWl","28-Jun-19","Flat 525  ","Galway"
"7574","PINNACLE BLUE","LAUGHIL DUKE","MARIES LEGACY","€205.00","54","19.65",NA,"-.10 Slow","19.55&nbsp","2/1","S7","SlAw,FinWl","28-Jun-19","Flat 350  ","Galway"
"7575","KILBANNON LOUISE","BALLYMAC VIC","KILLALA ANNIE","€205.00","64","19.75",NA,"-.10 Slow","19.65&nbsp","2/1","S8","FAw,FinWl","28-Jun-19","Flat 350  ","Galway"
"7576","HEADFORD CAIN","DROOPYS CAIN","HEADFORD FANTASY","€50.00","82","29.41",NA,"-.20 Slow","29.21&nbsp","6/4","A3","FAw,ALd","28-Jun-19","Flat 525  ","Galway"
"7577","GLAMOROUSRODDICK","DROOPYS RODDICK","ROCKBURST MILLS","€50.00","67","29.45",NA,"-.20 Slow","29.25&nbsp","2/1","A3","FAw,ALd","28-Jun-19","Flat 525  ","Galway"
"7578","GUIDEYS MISSILE","CONFIDENT RANKIN","GLENGALL GIRL","€285.00","62","29.33",NA,"-.20 Slow","29.13&nbsp","6/4","A3","FAw,ALd","28-Jun-19","Flat 525  ","Galway"
"7579","DANMAR BUDDY","PARADISE MADISON","DANMAR MINI","€350.00","66","30.38",NA,"-.20 Slow","30.18&nbsp","3/1","A1","EvAw,FinWl","28-Jun-19","Flat 550  ","Galway"
"7580","ROCKMOUNT HAVANA","KINLOCH BRAE","TYRUR MAIREAD","€230.00","68","30.18",NA,"-.20 Slow","29.98&nbsp","6/4","A7","EvAw,LdBS","05-Jul-19","Flat 525  ","Galway"
"7581","WILBROOK BEANS","LENSON BOLT","WILBROOK FANCY","€205.00","61","19.67",NA,"-.10 Slow","19.57&nbsp","2/1","S7","EvAw,ALd","05-Jul-19","Flat 350  ","Galway"
"7582","DOONA DANCER","SUPERIOR PRODUCT","OUR LITTLE MIX","€205.00","56","19.55",NA,"-.10 Slow","19.45&nbsp","5/2","S6","EvAw,Ld 1","05-Jul-19","Flat 350  ","Galway"
"7583","ROCKMOUNT GIZMO","DROOPYS JET","CALZAGHE LISA","€255.00","59","29.79",NA,"-.20 Slow","29.59&nbsp","2/1","A5","SlAw,Ld 1","05-Jul-19","Flat 525  ","Galway"
"7584","TURREE TAYLOR","TAYLORS SKY","HAYESES PIO","€400.00","69","19.54",NA,"-.10 Slow","19.44&nbsp","6/4","S6","EvAw,ALd","05-Jul-19","Flat 350  ","Galway"
"7585","ANOTHER SHADOW","KINLOCH BRAE","STOOL SAVINGS","€205.00","69","19.56",NA,"-.10 Slow","19.46&nbsp","3/1","S6","FAw,ALd","05-Jul-19","Flat 350  ","Galway"
"7586","COLOSSAL STEP","SPARTA MAESTRO","CILLOWEN FOXTROT","€350.00","69","29.33",NA,"-.20 Slow","29.13&nbsp","3/1","A3","FAw,ALd","05-Jul-19","Flat 525  ","Galway"
"7587","SELLOUT BOBBY","KISSES FOR CLODA","RAZLDAZL HOLLY","€290.00","71","29.51",NA,"-.20 Slow","29.31&nbsp","1/1","A4","EvAw,Ld 3","05-Jul-19","Flat 525  ","Galway"
"7588","HEADFORD CAIN","DROOPYS CAIN","HEADFORD FANTASY","€600.00","82","29.14",NA,"-.20 Slow","28.94&nbsp","1/1","A2","FAw,Ld 3","05-Jul-19","Flat 525  ","Galway"
"7589","KNOCKDINE ME DA","SCOLARI ME DADDY","BEWITCHING","€325.00","69","29.44",NA,"-.20 Slow","29.24&nbsp","4/1","A3","FAw,ALd","05-Jul-19","Flat 525  ","Galway"
"7590","CILLOWEN APPEAL","LAUGHIL BLAKE","LONE CLASS","€285.00","64","29.43",NA,"-.20 Slow","29.23&nbsp","4/6","A3","EvAw,ALd","06-Jul-19","Flat 525  ","Galway"
"7591","FAST FIT ROSS","FARLOE BLITZ","ROSMULT MARTHA","€205.00","79","19.23",NA,"-.10 Slow","19.13&nbsp","5/4","S3","EvAw,LdNrL","06-Jul-19","Flat 350  ","Galway"
"7592","TREANMANAGH KING","LAUGHIL DUKE","MARIES LEGACY","€205.00","80","19.28",NA,"-.10 Slow","19.18&nbsp","4/5","S3","EvAw,Ld1/2","06-Jul-19","Flat 350  ","Galway"
"7593","CAISLEAN MINNIE","LAUGHIL BLAKE","GOODNIGHT KATE","€325.00","65","29.06",NA,"-.20 Slow","28.86&nbsp","1/1","A1","FAw,ALd","06-Jul-19","Flat 525  ","Galway"
"7594","KILBANNON WOLF","BALLYMAC VIC","KILLALA ANNIE","€205.00","76","19.43",NA,"-.10 Slow","19.33&nbsp","5/2","S5","FAw,ALd","06-Jul-19","Flat 350  ","Galway"
"7595","TREANMANAGH BOSS","LAUGHIL DUKE","MARIES LEGACY","€220.00","68","18.99",NA,"-.10 Slow","18.89&nbsp","4/6","S0","SlAw,FinWl","06-Jul-19","Flat 350  ","Galway"
"7596","BADGERFORT BENJY","AZZA AZZA AZZA","NOIRS FACE","€290.00","61","29.55",NA,"-.20 Slow","29.35&nbsp","4/1","A4","EvAw,FinWl","06-Jul-19","Flat 525  ","Galway"
"7597","TOTOS SPRITE","JORDANSOILUTIONS","AVAS CASTLE","€310.00","69","29.48",NA,"-.20 Slow","29.28&nbsp","2/1","A3","SlAw,FinWl","06-Jul-19","Flat 525  ","Galway"
"7598","PALMTREE STAR","RIO QUATTRO","WAY OUT","€350.00","71","30.16",NA,"-.20 Slow","29.96&nbsp","3/1","A0","FAw,ALd","06-Jul-19","Flat 550  ","Galway"
"7599","SCRAPPY","KINLOCH BRAE","FANORE TIC TAC","€325.00","75","29.52",NA,"-.20 Slow","29.32&nbsp","9/4","A4","Ld 1,ImpRi","12-Jul-19","Flat 525  ","Galway"
"7600","PINNACLE BLUE","LAUGHIL DUKE","MARIES LEGACY","€205.00","54","19.41",NA,"-.10 Slow","19.31&nbsp","2/1","S5","Ld 1,drclr","12-Jul-19","Flat 350  ","Galway"
"7601","BALROBUCK POLLY","MIND THE NET","LUMINOUS QUEEN","€75.00","59","29.49",NA,"-.20 Slow","29.29&nbsp","2/1","A3","Ld 1,StyOn","12-Jul-19","Flat 525  ","Galway"
"7602","BOHERDUFF SONG","KINLOCH BRAE","SINGING HEN","€75.00","71","29.34",NA,"-.20 Slow","29.14&nbsp","5/2","A3","QAw,ALd","12-Jul-19","Flat 525  ","Galway"
"7603","ITS MY PUMA","SKYWALKER PUMA","ITS NOT YOU","€75.00","68","29.83",NA,"-.20 Slow","29.63&nbsp","9/4","A5","Blk 1,RnOn","12-Jul-19","Flat 525  ","Galway"
"7604","DUNMAHON JET","ROMEO RECRUIT","DROOPYS FRIZZ","€75.00","72","29.14",NA,"-.20 Slow","28.94&nbsp","5/2","A2","QAw,ALd","12-Jul-19","Flat 525  ","Galway"
"7605","TREANMANAGH BLUE","LAUGHIL DUKE","MARIES LEGACY","€75.00","67","29.42",NA,"-.20 Slow","29.22&nbsp","2/1","A3","EP,HldOn","12-Jul-19","Flat 525  ","Galway"
"7606","GLENCORBRY PAT","SPARTA MAESTRO","WRATHCHILD","€75.00","70","29.13",NA,"-.20 Slow","28.93&nbsp","4/6","A2","AHandy,drclr","12-Jul-19","Flat 525  ","Galway"
"7607","WANGANUI","DROOPYS CAIN","SPARKLE OPAL","€310.00","59","29.08",NA,"-.20 Slow","28.88&nbsp","1/1","A1","AHandy,LdNrL","12-Jul-19","Flat 525  ","Galway"
"7608","CRINKILL VIXEN","PREMIER FANTASY","DRUMURRER VIXEN","€350.00","60",NA,NA,"-.20 Slow","29.10&nbsp","2/1","A3","A 2nd,LdNrL","12-Jul-19","Flat 525  ","Galway"
"7609","BE SLOW DJANGO","VANS ESCALADE","HON THE DUBH","€350.00","57","29.09",NA,"-.20 Slow","28.89&nbsp","6/4","A1","A 2nd,LdNrL","13-Jul-19","Flat 525  ","Galway"
"7610","FIRESTORM FALCON","PARADISE MADISON","FIRESTORM MARINA","€215.00","67","19.54",NA,"-.10 Slow","19.44&nbsp","3/1","S6","Ld 2,HldOn","13-Jul-19","Flat 350  ","Galway"
"7611","COURANCOVE BRAE","KINLOCH BRAE","COURAN COVE MARY","€75.00","71",NA,NA,"-.20 Slow","29.10&nbsp","4/5","A3","A 2nd,Ld 3","13-Jul-19","Flat 525  ","Galway"
"7612","CLONEYOGAN BLAZE","KINLOCH BRAE","TIERMANA RUM","€75.00","76","28.85",NA,"-.20 Slow","28.65&nbsp","4/5","A0","QAw,drclr","13-Jul-19","Flat 525  ","Galway"
"7613","BADMINTON DONAL","BALLYMAC VIC","BADMINTON TYCHE","€75.00","76","28.69",NA,"-.20 Slow","28.49&nbsp","1/2","AA0","FAw,drclr","13-Jul-19","Flat 525  ","Galway"
"7614","SELLOUT CRAYTUR","KISSES FOR CLODA","RAZLDAZL HOLLY","€75.00","72","29.06",NA,"-.20 Slow","28.86&nbsp","6/4","A1","Ld 1,drclr","13-Jul-19","Flat 525  ","Galway"
"7615","GLENWOOD ROSE","BELLES DIRECTION","GLENWOOD COOL","€75.00","62","28.95",NA,"-.20 Slow","28.75&nbsp","3/1","A1","Ld 1,StyOn","13-Jul-19","Flat 525  ","Galway"
"7616","NOELLES RISOTTO","LAUGHIL BLAKE","NOELLES SWIFTCO","€75.00","66","29.92",NA,"-.20 Slow","29.72&nbsp","2/1","A6","Blk,LdNrL","13-Jul-19","Flat 525  ","Galway"
"7617","MYAHS FRIEND","BALLYMAC VIC","LITTLETON ON AIR","€75.00","62","29.06",NA,"-.20 Slow","28.86&nbsp","3/1","A1","RnOn,LdNrL","13-Jul-19","Flat 525  ","Galway"
"7618","BALISTIC GEORGE","DEFINATE OPINION","FANORE TIC TAC","€75.00","68","29.26",NA,"-.20 Slow","29.06&nbsp","7/2","A2","Ld 1,HldOn","13-Jul-19","Flat 525  ","Galway"
"7619","KILTARTAN FLYER","OVER LIMIT","ARSENAL LADY","€255.00","64","29.66",NA,"-.20 Slow","29.46&nbsp","4/5","A4","Ld 2,RnOn","19-Jul-19","Flat 525  ","Galway"
"7620","BAKERSGAP","DROOPYS NIDGE","FLAWLESS JET","€205.00","63","19.32",NA,"-.10 Slow","19.22&nbsp","3/1","S4","Ld 1,drclr","19-Jul-19","Flat 350  ","Galway"
"7621","BAUROE PUMA","SKYWALKER PUMA","CAITS FLYER","€205.00","75","19.68",NA,"-.10 Slow","19.58&nbsp","5/2","S7","Ld 1,RnOn","19-Jul-19","Flat 350  ","Galway"
"7622","SERIOUS FRED","SLIPPERY FRED","RATHROE DANCER","€230.00","77","29.65",NA,"-.20 Slow","29.45&nbsp","4/5","A4","AHandy,Ld 3","19-Jul-19","Flat 525  ","Galway"
"7623","KILBANNON LOUISE","BALLYMAC VIC","KILLALA ANNIE","€205.00","63","19.33",NA,"-.10 Slow","19.23&nbsp","5/2","S4","Ld 1,HldOn","19-Jul-19","Flat 350  ","Galway"
"7624","LISMADINE GLOR","AZZA AZZA AZZA","LISMADINE LADY","€75.00","59","29.26",NA,"-.20 Slow","29.06&nbsp","5/2","A2","Ld 2,drclr","19-Jul-19","Flat 525  ","Galway"
"7625","PARADISE ALBA","DROOPYS CAIN","PARADISE MARIA","€75.00","59",NA,NA,"-.20 Slow","28.80&nbsp","5/4","A1","AHandy,LdNrL","19-Jul-19","Flat 525  ","Galway"
"7626","BRICKHILL DAVY","ROMEO RECRUIT","RATHMEEHAN HOLLY","€350.00","65",NA,NA,"-.20 Slow","28.80&nbsp","3/1","A1","Ld 3,StyOn","19-Jul-19","Flat 525  ","Galway"
"7627","ITS MY PUMA","SKYWALKER PUMA","ITS NOT YOU","€75.00","69","28.96",NA,"-.20 Slow","28.76&nbsp","6/1","A1","Ld 1,StyOn","19-Jul-19","Flat 525  ","Galway"
"7628","RALLYING FOX","KINLOCH BRAE","SHEER CLASSIC","€75.00","67","29.42",NA,"-.20 Slow","29.22&nbsp","2/1","A3","A 2nd,Strfin","19-Jul-19","Flat 525  ","Galway"
"7629","FOXWOOD ROCKY","DROOPYS RODDICK","BALLYMAC ANDWHY","€285.00","72","29.86",NA,"-.20 Slow","29.66&nbsp","4/6","A5","Ld 2,CmAg","20-Jul-19","Flat 525  ","Galway"
"7630","CLONEYOGAN DAZL","KINLOCH BRAE","TIERMANA RUM","€50.00","63","19.49",NA,"-.10 Slow","19.39&nbsp","9/4","S5","Ld 1,RnOn","20-Jul-19","Flat 350  ","Galway"
"7631","FIRESTORM FALCON","PARADISE MADISON","FIRESTORM MARINA","€50.00","67","19.28",NA,"-.10 Slow","19.18&nbsp","2/1","S3","Ld 2,HldOn","20-Jul-19","Flat 350  ","Galway"
"7632","LISCARRA BONUS","SUPERIOR PRODUCT","MAYS BONUS","€75.00","69","29.51",NA,"-.20 Slow","29.31&nbsp","5/2","A4","FAw,ALd","20-Jul-19","Flat 525  ","Galway"
"7633","COMBO COMER","TYRUR SUGAR RAY","TYRUR SADIE","€75.00","74","29.35",NA,"-.20 Slow","29.15&nbsp","6/4","A3","Ld 1,StyOn","20-Jul-19","Flat 525  ","Galway"
"7634","DROMBEG DREAM","RIO QUATTRO","HONEYPOUND CHICK","€350.00","67","28.91",NA,"-.20 Slow","28.71&nbsp","5/2","A1","FAw,drclr","20-Jul-19","Flat 525  ","Galway"
"7635","CURIOUS SEAN","SUPERIOR PRODUCT","CURIOUS THINKING","€75.00","71","29.56",NA,"-.20 Slow","29.36&nbsp","4/1","A4","QAw,CmAg","20-Jul-19","Flat 525  ","Galway"
